Customer_ID,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total,segment
17949,1,116,107783.08,5,5,5,15,Champions
14646,1,145,526751.52,5,5,5,15,Champions
14606,1,184,29648.75,5,5,5,15,Champions
17841,1,211,68508.15,5,5,5,15,Champions
14911,1,376,272801.15,5,5,5,15,Champions
15195,2,1,3861.0,5,2,5,12,New
15883,2,2,396.48,5,2,2,9,New
17232,2,2,417.77,5,2,2,9,New
17503,2,2,558.96,5,2,2,9,New
17835,2,3,342.24,5,3,2,10,Loyal
16368,2,3,621.44,5,3,3,11,Loyal
15568,2,3,758.29,5,3,3,11,Loyal
14087,2,3,829.47,5,3,3,11,Loyal
15471,2,3,1292.01,5,3,4,12,Loyal
17590,2,3,1466.77,5,3,4,12,Loyal
12950,2,3,1843.0,5,3,4,12,Loyal
16000,2,3,12393.7,5,3,5,13,Loyal
18273,2,4,357.0,5,3,2,10,Loyal
14910,2,4,434.35,5,3,2,10,Loyal
15525,2,4,887.72,5,3,3,11,Loyal
14141,2,4,915.13,5,3,3,11,Loyal
14204,2,4,1024.83,5,3,3,11,Loyal
15136,2,4,1286.7,5,4,4,13,Champions
12783,2,4,1295.87,5,4,4,13,Champions
15701,2,4,1529.0,5,4,4,13,Champions
14904,2,4,1630.49,5,4,4,13,Champions
17266,2,5,501.72,5,4,2,11,Loyal
18237,2,5,987.1,5,4,3,12,Loyal
17042,2,5,1036.58,5,4,3,12,Loyal
15969,2,5,1127.05,5,4,3,12,Loyal
13882,2,5,1191.13,5,4,3,12,Loyal
12912,2,5,1662.3,5,4,4,13,Champions
14708,2,5,1793.22,5,4,4,13,Champions
12828,2,6,1018.71,5,4,3,12,Loyal
13949,2,6,2427.32,5,4,4,13,Champions
13743,2,7,1341.6,5,4,4,13,Champions
17434,2,7,2373.82,5,4,4,13,Champions
13685,2,7,3119.44,5,4,5,14,Champions
12347,2,8,4921.53,5,5,5,15,Champions
12615,2,8,5362.98,5,5,5,15,Champions
17097,2,9,1143.36,5,5,3,13,Loyal
18272,2,9,4385.98,5,5,5,15,Champions
16426,2,10,1863.76,5,5,4,14,Champions
14794,2,10,1953.9,5,5,4,14,Champions
16539,2,10,3289.66,5,5,5,15,Champions
14132,2,11,3586.03,5,5,5,15,Champions
12826,2,12,2800.75,5,5,4,14,Champions
16678,2,12,3109.99,5,5,5,15,Champions
16817,2,13,2560.7,5,5,4,14,Champions
17870,2,13,2753.29,5,5,4,14,Champions
17449,2,13,4865.15,5,5,5,15,Champions
17602,2,14,7354.43,5,5,5,15,Champions
12935,2,15,4243.86,5,5,5,15,Champions
13870,2,15,5712.08,5,5,5,15,Champions
17412,2,16,4220.22,5,5,5,15,Champions
14032,2,16,4546.41,5,5,5,15,Champions
14189,2,16,5503.15,5,5,5,15,Champions
18219,2,17,3352.7,5,5,5,15,Champions
14769,2,17,15512.46,5,5,5,15,Champions
15750,2,18,6452.99,5,5,5,15,Champions
18092,2,18,14693.72,5,5,5,15,Champions
14397,2,19,2612.96,5,5,4,14,Champions
17091,2,19,7495.75,5,5,5,15,Champions
17049,2,19,9942.53,5,5,5,15,Champions
13769,2,20,5478.12,5,5,5,15,Champions
14395,2,20,7801.93,5,5,5,15,Champions
16672,2,20,8134.94,5,5,5,15,Champions
16393,2,23,5297.77,5,5,5,15,Champions
13756,2,23,8655.95,5,5,5,15,Champions
15298,2,23,9061.77,5,5,5,15,Champions
16191,2,24,15677.82,5,5,5,15,Champions
14534,2,26,6183.06,5,5,5,15,Champions
12747,2,26,8898.48,5,5,5,15,Champions
12839,2,26,9669.12,5,5,5,15,Champions
17735,2,26,16790.33,5,5,5,15,Champions
12583,2,27,12493.58,5,5,5,15,Champions
12720,2,29,6905.28,5,5,5,15,Champions
17017,2,29,12576.99,5,5,5,15,Champions
16458,2,30,5690.89,5,5,5,15,Champions
15984,2,30,8393.02,5,5,5,15,Champions
12569,2,32,3152.69,5,5,5,15,Champions
17238,2,32,7331.17,5,5,5,15,Champions
14085,2,32,9705.67,5,5,5,15,Champions
13534,2,35,7720.9,5,5,5,15,Champions
13668,2,35,12948.48,5,5,5,15,Champions
13267,2,36,9429.81,5,5,5,15,Champions
15498,2,44,24972.86,5,5,5,15,Champions
16525,2,48,24151.3,5,5,5,15,Champions
16779,2,53,32809.03,5,5,5,15,Champions
17511,2,60,172132.87,5,5,5,15,Champions
12471,2,72,35140.99,5,5,5,15,Champions
13767,2,73,33903.57,5,5,5,15,Champions
14527,2,121,27191.1,5,5,5,15,Champions
13089,2,203,113416.91,5,5,5,15,Champions
12442,3,1,144.06,5,1,1,7,New
14578,3,1,168.63,5,1,1,7,New
12650,3,1,242.44,5,1,1,7,New
16528,3,1,244.41,5,1,1,7,New
15318,3,1,312.62,5,1,2,8,New
17914,3,1,329.36,5,1,2,8,New
12478,3,1,545.99,5,2,2,9,New
18005,3,2,226.47,5,2,1,8,New
16313,3,2,274.15,5,2,1,8,New
17250,3,2,381.97,5,2,2,9,New
17119,3,2,606.91,5,2,3,10,New
14140,3,2,935.05,5,3,3,11,Loyal
12716,3,2,963.49,5,3,3,11,Loyal
16495,3,3,648.26,5,3,3,11,Loyal
16015,3,3,704.26,5,3,3,11,Loyal
15907,3,3,881.87,5,3,3,11,Loyal
15992,3,3,896.6,5,3,3,11,Loyal
14418,3,3,1937.25,5,3,4,12,Loyal
17481,3,4,1255.59,5,4,4,13,Champions
13507,3,4,2479.16,5,4,4,13,Champions
14121,3,4,2780.15,5,4,4,13,Champions
14737,3,4,3554.17,5,4,5,14,Champions
12723,3,5,707.07,5,4,3,12,Loyal
13323,3,5,787.85,5,4,3,12,Loyal
18154,3,5,932.6,5,4,3,12,Loyal
16569,3,5,1455.23,5,4,4,13,Champions
17666,3,5,2047.8,5,4,4,13,Champions
16201,3,5,2112.12,5,4,4,13,Champions
14216,3,5,2150.04,5,4,4,13,Champions
15157,3,5,2654.11,5,4,4,13,Champions
17728,3,5,4238.76,5,4,5,14,Champions
16949,3,6,1286.27,5,4,4,13,Champions
16790,3,6,1545.62,5,4,4,13,Champions
16620,3,6,1758.93,5,4,4,13,Champions
15822,3,6,1840.06,5,4,4,13,Champions
13994,3,6,2274.14,5,4,4,13,Champions
14503,3,6,3543.26,5,4,5,14,Champions
17883,3,7,988.42,5,4,3,12,Loyal
16929,3,7,1295.39,5,4,4,13,Champions
17744,3,7,2649.14,5,4,4,13,Champions
14673,3,7,3037.32,5,4,5,14,Champions
14071,3,8,1422.75,5,4,4,13,Champions
17290,3,8,1427.48,5,4,4,13,Champions
14547,3,8,3974.75,5,5,5,15,Champions
14871,3,9,1228.17,5,5,4,14,Champions
13104,3,9,1709.1,5,5,4,14,Champions
13755,3,9,2108.06,5,5,4,14,Champions
12584,3,9,2254.15,5,5,4,14,Champions
16979,3,9,2859.74,5,5,4,14,Champions
16711,3,9,2868.48,5,5,4,14,Champions
14293,3,9,2903.01,5,5,5,15,Champions
12749,3,9,6847.36,5,5,5,15,Champions
12766,3,9,8134.99,5,5,5,15,Champions
16076,3,10,2234.73,5,5,4,14,Champions
12362,3,10,4737.23,5,5,5,15,Champions
16016,3,11,2083.4,5,5,4,14,Champions
17705,3,11,2083.9,5,5,4,14,Champions
16987,3,11,2499.45,5,5,4,14,Champions
12820,3,11,2689.52,5,5,4,14,Champions
14572,3,11,5520.98,5,5,5,15,Champions
17593,3,11,8092.32,5,5,5,15,Champions
14868,3,12,4184.01,5,5,5,15,Champions
16143,3,12,4555.08,5,5,5,15,Champions
16764,3,13,2790.95,5,5,4,14,Champions
14907,3,16,5547.72,5,5,5,15,Champions
14113,3,16,7092.61,5,5,5,15,Champions
13225,3,16,16260.07,5,5,5,15,Champions
17861,3,18,5088.29,5,5,5,15,Champions
13709,3,18,7571.35,5,5,5,15,Champions
17884,3,20,2693.47,5,5,4,14,Champions
12877,3,20,2942.14,5,5,5,15,Champions
12417,3,20,5998.41,5,5,5,15,Champions
17730,3,20,7773.8,5,5,5,15,Champions
15023,3,20,11555.5,5,5,5,15,Champions
18283,3,22,2658.95,5,5,4,14,Champions
14825,3,24,4735.08,5,5,5,15,Champions
14282,3,25,7250.76,5,5,5,15,Champions
17346,3,26,4991.41,5,5,5,15,Champions
14562,3,26,6638.15,5,5,5,15,Champions
18225,3,26,13014.8,5,5,5,15,Champions
15194,3,28,12021.53,5,5,5,15,Champions
14110,3,33,12987.95,5,5,5,15,Champions
12989,3,33,13551.75,5,5,5,15,Champions
16353,3,38,9795.46,5,5,5,15,Champions
13881,3,43,45179.1,5,5,5,15,Champions
12682,3,51,20736.22,5,5,5,15,Champions
14735,3,55,12225.16,5,5,5,15,Champions
16133,3,56,22992.26,5,5,5,15,Champions
13078,3,57,29018.06,5,5,5,15,Champions
13199,3,66,15949.21,5,5,5,15,Champions
16013,3,84,56078.44,5,5,5,15,Champions
12971,3,116,15704.6,5,5,5,15,Champions
15061,3,127,126387.57,5,5,5,15,Champions
13694,3,143,195640.69,5,5,5,15,Champions
16597,4,1,90.04,5,1,1,7,New
18015,4,1,120.03,5,1,1,7,New
12367,4,1,150.9,5,1,1,7,New
13790,4,1,348.8,5,1,2,8,New
18030,4,2,230.65,5,2,1,8,New
15690,4,2,239.76,5,2,1,8,New
17383,4,2,304.09,5,2,2,9,New
16968,4,2,439.43,5,2,2,9,New
16811,4,2,547.07,5,2,2,9,New
13311,4,2,598.57,5,2,2,9,New
15274,4,2,716.57,5,2,3,10,New
14629,4,2,955.26,5,3,3,11,Loyal
12646,4,2,1346.97,5,3,4,12,Loyal
16851,4,3,342.45,5,3,2,10,Loyal
13083,4,3,395.43,5,3,2,10,Loyal
16149,4,3,422.22,5,3,2,10,Loyal
17254,4,3,469.48,5,3,2,10,Loyal
14219,4,3,633.83,5,3,3,11,Loyal
15053,4,3,693.95,5,3,3,11,Loyal
12925,4,3,729.33,5,3,3,11,Loyal
12628,4,3,732.46,5,3,3,11,Loyal
15097,4,3,908.35,5,3,3,11,Loyal
12994,4,3,974.42,5,3,3,11,Loyal
16642,4,3,1077.45,5,3,3,11,Loyal
12381,4,3,1474.81,5,3,4,12,Loyal
14759,4,3,1625.97,5,3,4,12,Loyal
17579,4,4,753.28,5,3,3,11,Loyal
14931,4,4,864.68,5,3,3,11,Loyal
16513,4,4,874.59,5,3,3,11,Loyal
15145,4,4,1194.73,5,4,3,12,Loyal
15621,4,4,1293.03,5,4,4,13,Champions
16379,4,4,2157.4,5,4,4,13,Champions
16682,4,5,1028.0,5,4,3,12,Loyal
14075,4,5,1724.87,5,4,4,13,Champions
13079,4,6,419.18,5,4,2,11,Loyal
17817,4,6,788.15,5,4,3,12,Loyal
13417,4,6,1669.49,5,4,4,13,Champions
18180,4,6,1843.75,5,4,4,13,Champions
16360,4,6,3450.41,5,4,5,14,Champions
15392,4,7,2911.62,5,4,5,14,Champions
16910,4,8,1508.96,5,4,4,13,Champions
17006,4,8,1635.27,5,4,4,13,Champions
14696,4,8,2473.28,5,4,4,13,Champions
15932,4,8,2495.87,5,4,4,13,Champions
16500,4,9,843.91,5,5,3,13,Loyal
14649,4,9,3651.19,5,5,5,15,Champions
17676,4,10,2448.64,5,5,4,14,Champions
15033,4,10,2553.88,5,5,4,14,Champions
14608,4,10,3342.94,5,5,5,15,Champions
15572,4,10,3965.2,5,5,5,15,Champions
14083,4,11,1082.19,5,5,3,13,Loyal
13173,4,11,2389.82,5,5,4,14,Champions
12782,4,11,3862.24,5,5,5,15,Champions
15550,4,12,2211.05,5,5,4,14,Champions
17526,4,12,3939.24,5,5,5,15,Champions
16200,4,12,5608.1,5,5,5,15,Champions
16873,4,12,14617.39,5,5,5,15,Champions
16600,4,13,2153.41,5,5,4,14,Champions
17090,4,13,3080.18,5,5,5,15,Champions
13126,4,13,3774.81,5,5,5,15,Champions
12913,4,13,6283.24,5,5,5,15,Champions
15031,4,14,3102.94,5,5,5,15,Champions
13305,4,16,3616.41,5,5,5,15,Champions
13021,4,17,4887.24,5,5,5,15,Champions
15628,4,17,5333.08,5,5,5,15,Champions
18198,4,17,5425.56,5,5,5,15,Champions
14096,4,17,53249.35,5,5,5,15,Champions
18044,4,18,3505.61,5,5,5,15,Champions
17218,4,18,3889.39,5,5,5,15,Champions
16904,4,20,4656.56,5,5,5,15,Champions
12683,4,20,10445.7,5,5,5,15,Champions
15854,4,21,5578.28,5,5,5,15,Champions
17404,4,21,47638.12,5,5,5,15,Champions
17402,4,22,4600.56,5,5,5,15,Champions
14401,4,22,6795.9,5,5,5,15,Champions
13985,4,22,10020.86,5,5,5,15,Champions
17857,4,23,25769.54,5,5,5,15,Champions
14739,4,25,11573.62,5,5,5,15,Champions
15290,4,26,10496.28,5,5,5,15,Champions
18223,4,26,14000.85,5,5,5,15,Champions
16592,4,28,7807.91,5,5,5,15,Champions
15640,4,29,23459.51,5,5,5,15,Champions
13230,4,30,6109.51,5,5,5,15,Champions
14060,4,30,8898.24,5,5,5,15,Champions
17706,4,31,20272.15,5,5,5,15,Champions
13001,4,33,24042.65,5,5,5,15,Champions
14194,4,36,18670.59,5,5,5,15,Champions
12841,4,40,6958.2,5,5,5,15,Champions
15358,4,42,16425.86,5,5,5,15,Champions
16746,4,42,18045.05,5,5,5,15,Champions
17811,4,47,9513.1,5,5,5,15,Champions
15856,4,52,32274.69,5,5,5,15,Champions
17920,4,54,23569.88,5,5,5,15,Champions
16684,4,55,147142.77,5,5,5,15,Champions
17936,5,1,380.13,5,2,2,9,New
13153,5,1,486.22,5,2,2,9,New
14354,5,2,163.62,5,2,1,8,New
14658,5,2,247.15,5,2,1,8,New
16988,5,2,382.67,5,2,2,9,New
16561,5,2,511.12,5,2,2,9,New
12719,5,2,572.95,5,2,2,9,New
13822,5,2,632.0,5,2,3,10,New
13596,5,2,664.11,5,2,3,10,New
15773,5,2,774.52,5,2,3,10,New
16535,5,2,952.04,5,3,3,11,Loyal
12560,5,2,1918.01,5,3,4,12,Loyal
12827,5,3,430.15,5,3,2,10,Loyal
14720,5,3,663.81,5,3,3,11,Loyal
12673,5,3,1140.02,5,3,3,11,Loyal
13558,5,4,594.52,5,3,2,10,Loyal
12952,5,4,1387.79,5,4,4,13,Champions
16438,5,5,798.35,5,4,3,12,Loyal
13956,5,5,1019.27,5,4,3,12,Loyal
14102,5,5,1105.88,5,4,3,12,Loyal
13808,5,5,1747.66,5,4,4,13,Champions
17131,5,5,2463.17,5,4,4,13,Champions
17827,5,6,2376.17,5,4,4,13,Champions
13630,5,7,2031.78,5,4,4,13,Champions
12724,5,7,2083.52,5,4,4,13,Champions
13736,5,7,2752.47,5,4,4,13,Champions
17114,5,8,801.12,5,4,3,12,Loyal
14583,5,8,1660.29,5,4,4,13,Champions
17173,5,8,3766.6,5,5,5,15,Champions
16283,5,8,4348.62,5,5,5,15,Champions
17750,5,9,1694.16,5,5,4,14,Champions
13704,5,9,2308.06,5,5,4,14,Champions
14456,5,9,3014.32,5,5,5,15,Champions
13435,5,9,4447.33,5,5,5,15,Champions
13838,5,10,1690.07,5,5,4,14,Champions
17629,5,10,2455.52,5,5,4,14,Champions
17618,5,11,4001.64,5,5,5,15,Champions
14546,5,11,5184.84,5,5,5,15,Champions
16905,5,17,4704.27,5,5,5,15,Champions
17954,5,19,3801.83,5,5,5,15,Champions
12490,5,20,8764.64,5,5,5,15,Champions
16931,5,23,5032.22,5,5,5,15,Champions
16326,5,24,4626.25,5,5,5,15,Champions
16033,5,27,10608.81,5,5,5,15,Champions
18065,5,28,5846.63,5,5,5,15,Champions
17858,5,30,12518.65,5,5,5,15,Champions
15867,5,31,8869.87,5,5,5,15,Champions
13319,5,58,21323.22,5,5,5,15,Champions
17942,7,1,77.5,5,1,1,7,New
12587,7,1,104.0,5,1,1,7,New
13560,7,1,171.42,5,1,1,7,New
13017,7,1,204.0,5,1,1,7,New
12558,7,1,269.96,5,1,1,7,New
15539,7,1,538.46,5,2,2,9,New
18174,7,2,162.5,5,2,1,8,New
18282,7,2,178.05,5,2,1,8,New
12962,7,2,266.39,5,2,1,8,New
14594,7,2,363.33,5,2,2,9,New
14023,7,2,584.07,5,2,2,9,New
12762,7,2,1702.52,5,3,4,12,Loyal
13868,7,2,3192.54,5,3,5,13,Loyal
16038,7,3,471.78,5,3,2,10,Loyal
13780,7,3,732.07,5,3,3,11,Loyal
16759,7,3,789.79,5,3,3,11,Loyal
17495,7,3,806.72,5,3,3,11,Loyal
14788,7,3,1156.32,5,3,3,11,Loyal
14250,7,3,1904.05,5,3,4,12,Loyal
14865,7,4,92.52,5,3,1,9,Loyal
14126,7,4,1172.46,5,3,3,11,Loyal
12364,7,4,1208.1,5,4,4,13,Champions
12700,7,4,4525.99,5,4,5,14,Champions
17221,7,5,976.62,5,4,3,12,Loyal
14428,7,5,1224.06,5,4,4,13,Champions
15123,7,5,4656.17,5,4,5,14,Champions
16989,7,6,1133.25,5,4,3,12,Loyal
13309,7,6,1706.37,5,4,4,13,Champions
17086,7,6,2050.08,5,4,4,13,Champions
12684,7,6,2073.63,5,4,4,13,Champions
12856,7,6,2170.78,5,4,4,13,Champions
17183,7,6,3347.31,5,4,5,14,Champions
16440,7,6,3856.97,5,4,5,14,Champions
17584,7,6,5309.42,5,4,5,14,Champions
12695,7,7,1371.12,5,4,4,13,Champions
13705,7,7,1717.19,5,4,4,13,Champions
16474,7,7,1810.49,5,4,4,13,Champions
17386,7,7,2812.77,5,4,4,13,Champions
13297,7,7,4368.62,5,4,5,14,Champions
16899,7,8,1695.77,5,4,4,13,Champions
12704,7,8,1740.84,5,4,4,13,Champions
14897,7,8,3140.54,5,4,5,14,Champions
17567,7,9,4838.08,5,5,5,15,Champions
17686,7,9,8296.81,5,5,5,15,Champions
12970,7,10,1452.54,5,5,4,14,Champions
13884,7,10,1825.03,5,5,4,14,Champions
13495,7,10,4863.31,5,5,5,15,Champions
14493,7,10,5087.86,5,5,5,15,Champions
18097,7,11,4627.92,5,5,5,15,Champions
13953,7,12,6640.68,5,5,5,15,Champions
18055,7,14,10142.64,5,5,5,15,Champions
13183,7,15,7036.18,5,5,5,15,Champions
16359,7,16,2697.75,5,5,4,14,Champions
14292,7,16,9226.25,5,5,5,15,Champions
13458,7,16,11959.27,5,5,5,15,Champions
18144,7,19,4892.95,5,5,5,15,Champions
17157,7,19,5151.9,5,5,5,15,Champions
18245,7,20,6324.98,5,5,5,15,Champions
16103,7,22,6191.71,5,5,5,15,Champions
16333,7,22,26626.8,5,5,5,15,Champions
15271,7,24,4528.54,5,5,5,15,Champions
14092,7,24,7229.45,5,5,5,15,Champions
15570,7,25,8736.49,5,5,5,15,Champions
15547,7,26,10002.65,5,5,5,15,Champions
14688,7,28,7190.42,5,5,5,15,Champions
17611,7,28,8287.53,5,5,5,15,Champions
13969,7,35,12973.46,5,5,5,15,Champions
14895,7,38,25119.54,5,5,5,15,Champions
14560,7,44,6114.03,5,5,5,15,Champions
14031,7,44,39019.51,5,5,5,15,Champions
15769,7,46,88612.52,5,5,5,15,Champions
15078,7,52,17276.73,5,5,5,15,Champions
16789,8,1,80.8,5,1,1,7,New
15904,8,1,164.68,5,1,1,7,New
14804,8,1,353.27,5,2,2,9,New
14960,8,2,221.27,5,2,1,8,New
13040,8,2,676.99,5,2,3,10,New
17566,8,2,869.77,5,3,3,11,Loyal
12572,8,2,912.42,5,3,3,11,Loyal
16376,8,2,974.96,5,3,3,11,Loyal
15531,8,2,1972.39,5,3,4,12,Loyal
14287,8,3,176.63,5,3,1,9,Loyal
17014,8,3,583.43,5,3,2,10,Loyal
15951,8,3,1013.17,5,3,3,11,Loyal
15948,8,3,1509.09,5,3,4,12,Loyal
15060,8,4,293.0,5,3,2,10,Loyal
15500,8,4,1131.56,5,3,3,11,Loyal
13159,8,4,1429.35,5,4,4,13,Champions
16169,8,4,1822.97,5,4,4,13,Champions
15172,8,5,1624.05,5,4,4,13,Champions
14289,8,6,911.26,5,4,3,12,Loyal
15028,8,6,962.94,5,4,3,12,Loyal
12919,8,6,1335.19,5,4,4,13,Champions
15101,8,6,1477.94,5,4,4,13,Champions
17321,8,6,1665.21,5,4,4,13,Champions
18122,8,6,1791.84,5,4,4,13,Champions
16496,8,6,2330.77,5,4,4,13,Champions
14869,8,6,2778.14,5,4,4,13,Champions
13509,8,7,1099.72,5,4,3,12,Loyal
14178,8,7,1580.26,5,4,4,13,Champions
17350,8,7,1893.7,5,4,4,13,Champions
16966,8,7,2154.97,5,4,4,13,Champions
17115,8,7,2761.49,5,4,4,13,Champions
15993,8,7,2768.97,5,4,4,13,Champions
17768,8,7,3292.73,5,4,5,14,Champions
14655,8,7,3878.51,5,4,5,14,Champions
17937,8,7,4301.22,5,4,5,14,Champions
16119,8,8,1720.81,5,4,4,13,Champions
14262,8,8,2618.23,5,4,4,13,Champions
14659,8,9,2529.93,5,5,4,14,Champions
15687,8,9,2993.1,5,5,5,15,Champions
12562,8,9,4426.92,5,5,5,15,Champions
16938,8,9,6995.36,5,5,5,15,Champions
16813,8,10,1652.18,5,5,4,14,Champions
15434,8,11,2567.06,5,5,4,14,Champions
15380,8,11,3248.96,5,5,5,15,Champions
14309,8,11,3780.81,5,5,5,15,Champions
12664,8,11,5420.04,5,5,5,15,Champions
14766,8,11,6375.73,5,5,5,15,Champions
15021,8,12,2500.59,5,5,4,14,Champions
12963,8,12,3235.79,5,5,5,15,Champions
12553,8,12,4104.75,5,5,5,15,Champions
